,text,emotion_label,stress_label
1900,"jangan pernah benci sama orang, bisa aja dia jodoh kam",anxious,0.75
1901,"iya ni mau aku jemur dirumah, kalo nggak mama marah",anxious,0.86
1902,"memang, tapi banyak orang takut minta maaf bukan karena takut merasa rendah, tapi takut jika sakit hatinya ini tidak bisa dijadikan rasa benci. jadi hilangkanlah rasa benci dalam hati",anxious,0.71
1903,"kita semua punya rasa marah sama wowo prof, jgn dendam ya prof. kan waktu milih kita serahkan semua pada allah.. tpi klo inget trus kejadian itu bole laah prof.",anxious,0.73
1904,"sabar ya mbak, bingung mau berkata apa. kalau aku pribadi jdi mbaknya bakalan marah besar sih",anxious,0.87
1905,bingung banget barcode apa ku kira dia shopping soalnya aku kalau kesal atau badmood suka jajan :'&lt; ternyata self harm astaga,anxious,0.79
1906,ayo mam dlu ntar reonnya marah &gt;:(,anxious,0.74
1907,nnti pcr pcr ku marah kak,anxious,0.73
1908,serem bgt ego tuh.....ditambah lagi gue ngerasa bego parah krn gak mudeng kalo the tag kan merekanya masih ada ketawa2 haha hihi tp kalo ego tuh full kayak gt serem bbuanget b nya lima,anxious,0.71
1909,jgn marah yq osah,anxious,0.7
1910,qaqa jangan marah marah.. takut nanti cepat tua,anxious,0.85
1911,udah dong marah nya,anxious,0.71
1912,plis yah gua tuh benci bgt kalo udh rapi tapi tiba tiba kebelet berak,anxious,0.89
1913,dia mau marah pun lucu banget tapi jika masuk teel orang lain aq maloe,anxious,0.9
1914,"tapi keinget pas lsp ngejurnal manual sampe arus kas gue lancar, komputer juga lancar, eh giliran ujian teori gue zonk bgt tiba2 kek orng bego wkwkw",anxious,0.82
1915,mo marah ngeliat orang pake filter mata banyak2 di muka yaallah merinding gue,anxious,0.73
1916,kalo ditembak nanti pacarku marah:3,anxious,0.72
1917,nervous bodoh,anxious,0.82
1918,mampus pelatih dance gue pasti marah bnyk yg izin,anxious,0.75
1919,"ngga si kak, tp baru sampe rumah jam 8 pagi kyinya fix ngantuk bgt gak kuat melek td kirain 10 malem gt wkwk mino km benci aku ya",anxious,0.74
1920,"koyok e dendam deh nih kocheng, grgr mau subuh tak kancing i lawang",anxious,0.74
1921,"njir gue sakit tenggorokan, gk enak badan, tulang linu jd mikir kena cvd, ngeri",anxious,0.75
1922,bulan engga enak ati ga si ini,anxious,0.7
1923,"aku ga pake yang niacinn tp yang botol ungu gila bgt, kaget bisa langsung cerah sekali pake, agak ngeri",anxious,0.85
1924,"berlaku buat seller juga sih. kalo sudah ada yang take, at least ngabarin ke calon buyernya biar sama-sama enak. kalo sama-sama ghosting ya gimana wkwk ngeri juga",anxious,0.76
1925,"km luarnya klo ada mbak?as kebersihannya enak jd ada yg bersihin tiap minggunya. yaa krn bareng2 jd kurang privasi aja km dalemnya privasi terjaga, kl mlm ga usah keluar kmr. kl kamarnya kecil jd lembab, rawan binatang2 kecil, bau huhu (klo g rajin bersihin ya)",anxious,0.86
1926,"cerah aja apa buat hari ini, aku mau ke jtp. ga lucu kalo ujan, terus gagal lagi.",anxious,0.85
1927,"kalo sosis rebus enak, tp nugget?? aneh gk sih???",anxious,0.7
1928,feelingku ga enak emang sama ini wkwk,anxious,0.82
1929,"mjb, itu janji jiwa nya biar udah dua hari masih enak rasanya? gk basi?",anxious,0.71
1930,"ada yang bisa hack ig ga? tolongin banget , hati gua udah ga enak dari seminggu yang lalu",anxious,0.84
1931,gue klo di mall suka ga enak sama yg baru nge pel. dan ga ada jalan lain. akhirnya jalan jungkit2 sama bilang maaf ya mas ?mbak,anxious,0.78
1932,"kenapa ya perasaan ku gak enak, mau pergi padahal nanti",anxious,0.83
1933,ga enak banget tinggal di tempat orang,anxious,0.84
1934,"duren kalo langsung ngga enak, kalo olahan baru enak, takut cium baunya",anxious,0.8
1935,"sebenarnya bagus, cuma karna sellernya galak jadi pada ngeri",anxious,0.73
1936,gatau. tapi aneh banget kok orang-orang banyak yang suka sama dia?,anxious,0.9
1937,"takut banget, serius. enih mereka tempat gw curhat, tp gw suka lupa mau curhat",anxious,0.89
1938,"aku di sini cengeng, suka misuh, tiap hari ngeluh, belom lagi kalo ngomong kasar, jadi tau aku aslinya kek mana. takut aja kalo ada temen rl nanti yang ada makin gak nyaman sama aku. jadi kalopun ada temen rl yang aku ajak ke sini, i know i trust them.",anxious,0.71
1939,in other hand belum berani nonton kukira kau rumah meskipun suka banget lagu dan musikalnya krn (selain omicron) jg takut mental health jadi bagian dari plot aja,anxious,0.7
1940,"aku gak pernah minta nebeng kecuali emang ditawarin, karena ya ini dan gak enakan juga soalnya waktu itu ada temen yang cerita dia sebel banget minta ditebengin mulu mentang"" searah. jadi suka kepikiran kalau nebeng dia keberatan apa enggak",anxious,0.76
1941,"yang biasanya pendiem banget, kalo tiba-tiba oversharing itu kadang suka ngga kekontrol, terus akhirnya nyesel udah cerita jadinya takutan",anxious,0.79
1942,"masih kepikiran ji ung kenapa rela suka sama yeon su lama banget yak padahal dah dari jaman kapan tau emang yeon su cuma buat choi ung sepaket, pemeran utama. ga akan yg tiba2 moveon ngga si org kayak yeon su. eman waktunya mas",anxious,0.77
1943,serem banget mio-chan ternyata suka makan dinosaurus.. -s,anxious,0.79
1944,sumpah bukannya gue ga nyaman cuman gue takut malah suka sama lo kenapa lo ga peka sih kak gue jadi lebih diem tuh biar gue ga jatuh lebih jauh,anxious,0.82
1945,"nah iyaa, kaget banget terus mikir ""kok bisa dia suka sama gue""",anxious,0.81
1946,"bukan nggak suka sama seriesnya, iya aktingnya bagus, soundtracknya jg bagus, tapi ceritnya serem. serem banget.",anxious,0.88
1947,"”karena ditempat kaos kaki suka banget amburadul ga di gulung habis dicuci, jadi pagi pagi buru buru kadang ga mikir. pas sampe kelas baru sadar :d tapi trobos aja sih ampe panikan",anxious,0.73
1948,"dulu aku gini, sampek sd kayanya. ga suka sama rumput2, apalgi yg tajem2. takut, nggak nyaman, geli hassembuh lah pokonya wkwk",anxious,0.71
1949,jap i confuse crush i kan up status takde sapa sayang dia padahal dia tahu i suka dia and kalau nak cakap lupa i tengok status dia hari2,anxious,0.84
1950,"ga berani ngucapin happy birthday ke cowo yg gue suka anj. kalo gue pikir pikir sekarang, kek dulu gue bego banget anj. padahal itu kesempatan emass",anxious,0.74
1951,kdg suka ngayal nemenin doi wisuda beh bahagia banget kali yak rasanya wkwk. tp takut juga kalau pd akhirnya bukan aku yg nemenin,anxious,0.73
1952,"zoo anabul kecil tetangga aku gamau diem, kadang suka tbtb masuk kerumah. kadang suka pup diteras rumah jg, apa karna sering kita kasih makan jadi begitu ya?",anxious,0.9
1953,"aquarius gak pinter bohong, to the point banget dan kadang karena to the pointnya dia itu suka bikin sakit hati jadi takut ketemuan",anxious,0.9
1954,ayah suh bawa exora g hostel memang kelat la muka guwe bukan enggak suka tapi takut drivenya malah mobil nya gedek banget,anxious,0.72
1955,pengen banget beliin layout kapel buat pcr virtual tapi masalahnya kita brdua suka layout mati lampu,anxious,0.72
1956,"kalau yang nggak terlalu pait, masih sukaa. tapi kalau yang pait banget nggak suka wkwk takut ama rasa pait soalnya",anxious,0.72
1957,"degdegan banget hari ini ya ampun.. semoga lancar,,sinyal bisa kerjasama ya please.. tabletku jgn suka tiba2 no connection ya! salam sehat waras semuanya",anxious,0.71
1958,"minderan anjir klo suka sm org. abis gmn ya gua selalu aja suka sm santri, dgn fisik yg tdk memadai serta akhlakless gini jd lebih nyaman mencintai dlm diam wkwk. udh gt doi pernah liat gua nyedot tijus make selang, apa ga nambah jijay??",anxious,0.81
1959,"sering, dan sampe hari ini pun masih suka kaya gitu. gak tau suka takut aja gitu, apalagi klo malem beuh kadang deg degan banget. mana blm bahagiain ortu makin makin dah ketakutan",anxious,0.7
1960,"langsung aku unfoll loh, ternyata alasan orang2 pada ga suka sama dia sekarang jelas banget orgnya bikin ngerian",anxious,0.82
1961,takut banget km suka orang lain huhu :(,anxious,0.86
1962,"aaakk sama banget kaya temen sma aku, dia teriak2 di sekolah minta cutter buat bundir astagah. legend banget si. dan masalahnya ya dia putus sama cowonya trs cowonya suka sama cewe lain, ngeri bangettt",anxious,0.8
1963,baru nyadar dulu kenapa suka banget beli boneka babi. jadi numpuk di lemari gini astaga,anxious,0.73
1964,"haha, bener : dit, jgn pasang muka judes gitu dong. ntar kalo diliat sama mas anu kan nggak enak. dia kan suka sama kamu. kaget banget cuy. dia lho, temennya pada cakep2 semua. kok bisa sih sampe naksir sama remahan roma kelapa kek aing gini? kan rada nggak make sense.",anxious,0.86
1965,"haii, aku mau nanya. sekalipun diminta cv doang juga tetep kasih surat lamaran kerja? bedanya body email sama surat lamaran kerja apa ya? soalnya aku masih suka susah bedain.. dan aku selama ini ngirim file cv, di body email kayak lamaran kerjanya(?) takut salah",anxious,0.82
1966,"iya, sering. terus, suka mikir, ""ada berapa bayi yang lahir hari ini, ya?"" random banget njir gue :"""")",anxious,0.75
1967,"ada ga sih cewe yang tulus ke aku, takut patah hati",anxious,0.82
1968,memfilter org org yg toxic yg suka ngurusin hidup orang. parah banget ngerinya,anxious,0.76
1969,"udah mau tanggal 14 februari. tolong jangan aneh-aneh yah pas valentine day, soalnya gua gak suka sama scorpio. tolong banget nih.",anxious,0.84
1970,"gataunyaa, emang suka dikerasin gitu, bahkan suka dibuat rada lebam gitu. anw akting mereka keren banget sih di sini . ini engga bohong gue jadi kek dibawa ngerasain rasanya jadi dom dan sub gitu, jadi penasaran plus ngeri geli gitu",anxious,0.77
1971,gw sering banget typo ya allah. mana kalo typo suka ga sadar lagi keknya typo adalah jalan ninjaku.,anxious,0.73
1972,mbakk.. aku kalo jadi kamu bakalan malu banget sihh coba bikin statement permintaan maaf dulu trus abis itu rest hehe tp semoga ga blunder lagi ya soalnya aku liat tweet kamu akhir2 ini suka blunder,anxious,0.79
1973,"mau tanya, kalian lebih suka /bw kalo di au tuh yg seumuran/ si bright lebih tua jd manggil kakak gitu. bimbang banget",anxious,0.7
1974,takut banget kalo sampe nikah keluarga ga suka. trus cuma datang langsung pergi kaya tamu. kalo gitu kan kesan gak sukanya emang keliatan gt ya.,anxious,0.76
1975,"kenapa ya gue suka kaget ada luka cakar? kucing sendiri. cuma kadang gue gak inget terus pas lagi elus kaki ada luka melintang, ternyata cakar kucing. dan pagi ini ada lagi. dua pula. mana gede banget anjir. fix, ini kucing yg paling gede.",anxious,0.88
1976,"suka, kadang berasa lagi ngomong sama dahyun soalnya ak mirip banget sama dahyun tapi ragu-ragu",anxious,0.7
1977,jangan jatuh cinta dan suka daripada sakit hati!,anxious,0.72
1978,"aku gini, mamah nya masih sering banget minta temenin pegi atau ga nyuruh main kerumah. padahal mamahnya tau kita udah ga bareng. berasa takut , takut bikin risih pasangan doi nantinya. dan akhirnya aku suka cari alesan gitu, dan aga ngasih space",anxious,0.82
1979,"aku mah masa tiap harii sama kadang nih paginya ga ngapa2in tetep aja ke logout , makanya ini suka degdegan banget takuut",anxious,0.86
1980,"ga boleh boncengan cowo cewe kalo bukan sodaraan, aneh banget sih menurutku. soalnya kan banyak nih cowo-cowo yang suka dengan baik hati nawarin boncengan soalnya ya emang baik aja gitu as a friend, masa gabisa sih. btw ini sekolah negeri ya",anxious,0.88
1981,ini kcg rumahan ga kemana-mana sama mamanya terus tapi itu lehernya kaya luka. apa karena suka gelut diajarin mamanya itu ya tapi masa sih? kcg! btw itu aku pegang posisi dia nyaman dan bentar kok,anxious,0.83
1982,"jangan pernah lo sia2in, lo kecewain, lo sakitin orang yg sayang dan udah nyaman sama lo demi orang yg lo suka. jangan!",anxious,0.77
1983,kalau dia lgi marah omongannya pedas banget suka banting barang apa pun yg ada didekatnya,anxious,0.73
1984,"ga. gue tuh pengen tidur cepet, tapi selalu nggak bisa, selalu ga tenang. kayak ga ngebolehin gue buat tidur. kadang suka kebangun lah sampe bangun-bangun pusing. ini juga gegara begadang mata jadi keliatan capek banget sama kantong mata item banget",anxious,0.79
1985,"terus tadi gue sempet stalk ig nya gitu terus lo tau?? gue ga sengaja click like anjir demi allah gue langsung ah mau menghilang dari bumi!! terus kalau di sekolah kan suka papasan gitu gue suka pengen nyapa tapi takut, duh gimana ya cara kenalan nya? kasih tips dong",anxious,0.85
1986,"ngga tau kenapa dr kecil aku takut banget sm laut. lebih suka bukit , gunung sebenernya suka banget tp kan dingin, aku gak kuat dingin. takut pingsan kl kedinginan.",anxious,0.75
1987,"kenapa ya orang suka banget ujar kebencian, ga mikirin perasaan orang lain tuh sedih atau kepikiran gituu, aku jadi takut makin banyak orang jahat",anxious,0.8
1988,"iya njir, deobo gada kabar samsek, agak kawtir",anxious,0.77
1989,harap demam biasa :( takut copid,anxious,0.82
1990,"skrg gwe gk berani lg nntn sndiri di bioskop, pdhl dlu biasa biasa ajj, knp yh",anxious,0.8
1991,semoga baik baik saja,anxious,0.78
1992,sabtu pagi bukannya dapat kabar gembira malah dapat kabar yang bikin deg degan alias t____t jadwal ujian sekolah sama ukk bulan depan,anxious,0.85
1993,di tlp ex bisa biasa aja tapi kalo ketemu jantung saya tidak aman,anxious,0.82
1994,"ga biasa bgt. weekend padahal. suami bangun pagi, jogging, nawarin aku mau makan apa dan langsung dibeliin, lanjut sarapan bareng. kesambet apa dia",anxious,0.77
1995,"mulut berkata ""jalani saja dulu"" sementara hati ngedumel deg""an ""bisa skip ngga sih""",anxious,0.79
1996,"kirain saya saja yg g sk seblak, nyium aroma y saja mual",anxious,0.74
1997,mu tersingkir di fa cup? jangan bercanda deh kalo ngasih kabar tuh ah,anxious,0.87
1998,karunya teuing ihh semaleman khawatirr gada kabar,anxious,0.81
1999,tatapan matanya bisa biasa aja gakk ngeri liatnya,anxious,0.71
2000,bangun bangun dapet kabar temenku positif takut jadinya,anxious,0.83
2001,"dua hari ini, ngerasa flu tapi gejala omicron gtu. semoga aja si emng flu biasa, bismillah gpp meski takut",anxious,0.81
2002,ta tapi aku biasa ga di aduk takut gk enak,anxious,0.82
2003,"tdr gua knp gabisa tenang si, ya gua tau setiap hri hrs bgun pgi, tp setidaknya ksih wktu buat ngumpulin nyawa dl kek, pala gua suka tbtb pusing hrs lgsung gerak bantuin ini dan itu, ya tp gpp si udh biasa jg. mana klo lg tdr kdg suka diajak ngobrol.",anxious,0.88
2004,"* sepasang muda-mudi lagi nonton bioskop. ceweknya berbisik, mas ada orang onani di sebelahku. ""cuekin saja,"" kata cowoknya. ""ngak enak mas, dia paksa pakai tanganku! takut""",anxious,0.83
2005,"hlt! guys, aku punya kebiasaan ngopi, ga tiap hari sih, cuma kadang.. nah pagi ini abis ngopi, tb2 bagian atas selangkangan sebelah kanan sakit..kira2 ada hubungannya ga ya? tapi aku buang air ga kenapa2,normal..",anxious,0.75
2006,"orang di rumah sakit sudah biasa ketemu dokter, lah aku malah takutan",anxious,0.73
2007,sekolah itu biasanya ramai tapi ramai karna makhluk tak kasat mata wkwkwk bikin merinding,anxious,0.82
2008,4 bln ya desember lalu gw kaget mulu klo om gw dateng. takut ngasih kabar kematian.,anxious,0.85
2009,wowkowkwowkwowow bjimsroott 2 aja ngery ap kabar gw 9 takut nih wkkwk,anxious,0.74
2010,"sore - sore harusnya bisa tenang ini malah deg""an gegara dikagetin gk jelas",anxious,0.79
2011,"iya iyaang.. mau reply biasa gw kong tapi gw tag bapak ade,takut nganu nanti",anxious,0.75
2012,plis wei baru bangun tidur tiba2 pas buka twitter dapet kabar denise,anxious,0.84
2013,"lah lah kaget dong aku, kok kamu malah sedih??",anxious,0.83
2014,"aneh bgt perasaanya ga enak gini. kek degdegkan, sedih, takut gt. bismillah smoga lancarr aamiin",anxious,0.77
2015,kadang tu kalo malem terus kamar sunyi tiba² ada suara cicak tu ngeri anjir gue langsung bangun lagi,anxious,0.82
2016,asli gue pikir temen gue sedih ga bisa jadi kutu beras aja udah aneh apalagi gue makin ngeri dah,anxious,0.81
2017,bisa kesurupan klo main ditempat sepi,anxious,0.72
2018,"break dulu, soalnya gamau kecewa untuk yg kedua kalinya sebelum ketemu yg benar-benar tulus",anxious,0.89
2019,takut aku kecewa,anxious,0.86
2020,"kepikiran bikin ginian dari kapan tahun karena merasakan susahnya cari peralatan bayi tp dipakai cuman sebentar. tp liat kondisi daerah sini gak memungkinkan, banyak yg sepi jasa sewanya, agak meragukan",anxious,0.78
2021,mending gausah deh daripada kecewa,anxious,0.75
2022,"ini yang gue takut, kalo uda mulai berharap sama orang, tkut kecewa.. :)",anxious,0.85
2023,"gak enak , jangan sedih sedih juga ah , jadi ngeri nih",anxious,0.71
2024,sakit banyak quin ini masih mau diperiksa penyebabnya. temenin dong takut nih sepi sekali,anxious,0.86
2025,"sedikit sedih kmren ngga jadi tindakan injeksi tp emng bener kata dokternya, aku dah vakum 3 bulanan, jd kalo langsung injeksi lg nanti kaget malah kmren cuma dikasi obat sama salep gt banyak bener, jadi takut sendiri",anxious,0.82
2026,"gara2 osd ceramah masalah ks, diotak gua terngiang2, kebayang2 ketakutan yg slama ini gua simpen sendiri. gimana klo nanti gua digituin? gua balik ke ortu? sedangkan bpk gua pelaku, emak gua korban yg bikin sedih trauma2 masa kecil masih membekas jd bikin",anxious,0.86
2027,"naik mobil yang disopirin bapakku, ekstrim bgt, mentang2 jalan papua sepi, kecepatannya selalu di atas 100. rasanya kek diajak mati",anxious,0.79
2028,"karena rasanya aib banget gue takut stigma orang2 mandang gue orgil:"") setakut itu padahal sekarang udah banyak banget yg speak up tentang mental illnessnya masing2. makanya gue agak gedeg sama orang2 yg ngaku2 punya mental illness bermodal self diagnose. sedih bgt gue liatnya",anxious,0.73
2029,"menjijikan sekali:( kesel, marah, sedih, takut!! ngerrriii arghhh",anxious,0.71
2030,"ff, ya? hmm, romance, sih. soalnya itu genre paling aman. sebenarnya in general sukanya family tragedy, tapi kalau lagi butuh dua itu, aku larinya ke film; jarang lari ke ff because i tend to expect dan takut kecewa”nanti jadi gak comfortable lagi.",anxious,0.88
2031,"mana pulangnya kan malem ya, eh jalannya tbtb sepi gada lampu jalan :"" agak gimana gitu",anxious,0.72
2032,takut kecewa sama ekspektasi,anxious,0.82
2033,"inget guys teras cihampelas bandung tempat relokasi penjual sepanjang jalan cihampelas aja ga efektif. mungkin beberapa bulan pertama bakal banyak pengunjung tapi setelah ketemu banyak minusnya bakal sepi dan kumuh, jadi agak jijik gitu",anxious,0.7
2034,"takutnya kecewa,jadi kasihan gitu",anxious,0.73
2035,ni nhapa sepi amat dah ngerii,anxious,0.7
