clean_text,emotion_label,stress_label
kecewa banget hasil coba santai kampus,sad,0.61
deg degan tunggu hasil umum pikir keluarga,anxious,0.77
cuaca lumayan panas serius kantor,neutral,0.38
lolos interview kerja banget asli rumah teman kantor,happy,0.12
emosi lihat komentar orang jujur malam,angry,0.84
cemas pikir coba santai malam teman kantor,anxious,0.81
istirahat sebentar coba santai rumah,sad,0.76
takut hasil jelek banget asli kantor,anxious,0.74
lelah hadap orang egois ya malam keluarga,angry,0.88
lelah pikir kantor,sad,0.6
kesal banget orang tidak tepat kampus keluarga,angry,0.83
sabar bohong random kampus keluarga,angry,0.87
minggu seru banget jujur,happy,0.14
geram banget layan bareng teman teman kantor,angry,0.76
tonton youtube keluarga,neutral,0.4
hilang semangat pagi,sad,0.55
bingung takut ambil putus kampus,anxious,0.71
pikir susah tidur lucu kantor,anxious,0.81
kesal banget orang tidak tepat lucu kampus,angry,0.94
kosong,sad,0.71
tugas selesai lega banget serius kantor,happy,0.05
pikir pagi teman kantor,neutral,0.28
random,neutral,0.32
marah banget kerja beranta jujur pas jalan,angry,0.84
kecewa banget hasil ya,sad,0.74
orang bikin emosi banget coba santai kantor,angry,0.76
berat banget jalan rumah,sad,0.7
lelah random,sad,0.81
deg degan tunggu hasil umum banget keluarga,anxious,0.89
tidak ada spesial jujur kantor keluarga,neutral,0.4
tonton youtube ya bareng teman teman kantor,neutral,0.21
kantor,sad,0.75
kesal banget banget asli pas jalan,angry,0.67
lelah sumpah bareng teman teman kantor,sad,0.74
khawatir kondisi jujur kantor,anxious,0.9
lelah hadap orang egois malam,angry,0.88
habis beres kamar kerja coba santai rumah,neutral,0.39
marah random kampus,angry,0.66
tonton youtube sumpah bareng teman,neutral,0.29
takut gagal presentasi besok pikir keluarga,anxious,0.94
khawatir kondisi random,anxious,0.72
lolos interview kerja lucu pas jalan keluarga,happy,0.15
besok jadwal meeting rutin jujur malam,neutral,0.4
takut gagal presentasi besok serius pagi teman kantor,anxious,0.84
tidak ada spesial lucu bareng teman,neutral,0.43
deg degan tunggu hasil umum kampus teman kantor,anxious,0.79
pagi pergi sebentar minimarket jujur bareng teman,neutral,0.42
hilang semangat pikir kantor keluarga,sad,0.7
bingung takut ambil putus banget malam,anxious,0.96
istirahat sebentar pagi,sad,0.71
bikin bareng teman,angry,0.76
bikin banget asli bareng teman,angry,0.89
kesal banget jujur malam,angry,0.73
minggu seru banget coba santai,happy,0.09
terima kasih ya bikin hari sumpah kampus,happy,0.12
pikir susah tidur lucu kampus,anxious,0.96
cemas ya malam,anxious,0.93
bingung takut ambil putus random kantor,anxious,0.93
habis beres kamar kerja banget pas jalan teman kantor,neutral,0.41
gugup lucu pagi,anxious,0.95
sabar bohong kampus,angry,0.7
bingung takut ambil putus jujur pagi,anxious,0.7
kabar keluarga pagi pikir pagi,happy,0.15
minggu seru banget pikir rumah teman kantor,happy,0.08
minggu seru banget bareng teman,happy,0.08
sabar bohong rumah,angry,0.72
kosong random pas jalan,sad,0.78
tonton youtube coba santai malam teman kantor,neutral,0.43
lolos interview kerja pikir pagi,happy,0.09
cuaca lumayan panas pikir pas jalan,neutral,0.38
bingung takut ambil putus random kantor teman kantor,anxious,0.81
baca berita santai coba santai kampus teman kantor,neutral,0.31
kosong pikir pas jalan,sad,0.6
khawatir kondisi banget asli bareng teman,anxious,0.82
istirahat sebentar kampus,sad,0.67
kecewa banget hasil coba santai malam,sad,0.81
susah pindah on jadi kantor,sad,0.78
geram banget layan serius,angry,0.94
lelah puas hasil bagus sumpah malam,happy,0.15
anxious banget meeting ya rumah,anxious,0.79
pagi pergi sebentar minimarket jujur kantor keluarga,neutral,0.37
hilang semangat pikir rumah,sad,0.6
tonton youtube keluarga,neutral,0.23
marah coba santai kantor,angry,0.8
takut gagal presentasi besok serius kantor keluarga,anxious,0.76
sabar bohong pikir bareng teman,angry,0.72
anxious banget meeting banget pagi teman kantor,anxious,0.79
gugup jujur malam,anxious,0.9
kesal banget kampus,angry,0.66
takut gagal presentasi besok kantor,anxious,0.88
kecewa banget hasil rumah,sad,0.62
kecewa banget hasil sumpah malam keluarga,sad,0.81
hilang semangat ya kampus,sad,0.62
terima kasih ya bikin hari sumpah malam,happy,0.14
duduk dengar musik pikir rumah,neutral,0.35
kosong lucu kampus keluarga,sad,0.7
pagi pergi sebentar minimarket banget rumah,neutral,0.43
orang bikin emosi banget jujur kampus teman kantor,angry,0.84
terima kasih ya bikin hari banget asli kampus keluarga,happy,0.24
kecewa banget hasil ya pas jalan,sad,0.56
takut gagal presentasi besok pagi,anxious,0.89
kesal banget orang tidak tepat lucu bareng teman,angry,0.82
bingung takut ambil putus banget bareng teman,anxious,0.92
gugup ya pagi,anxious,0.87
terima kasih ya bikin hari pikir pas jalan,happy,0.09
kosong pikir kantor,sad,0.64
kabar keluarga pagi pikir keluarga,happy,0.06
kesal banget orang tidak tepat random,angry,0.71
besok jadwal meeting rutin banget rumah teman kantor,neutral,0.28
gugup pikir bareng teman,anxious,0.78
sabar bohong serius bareng teman teman kantor,angry,0.73
pikir susah tidur coba santai bareng teman keluarga,anxious,0.81
takut gagal presentasi besok random kampus teman kantor,anxious,0.72
kecewa banget hasil coba santai pagi teman kantor,sad,0.7
pagi pergi sebentar minimarket jujur kantor,neutral,0.36
hilang semangat pikir kampus,sad,0.7
tonton youtube random rumah,neutral,0.31
kesal banget orang tidak tepat coba santai kampus,angry,0.7
sedih banget banget asli pagi teman kantor,sad,0.72
marah banget kerja beranta pikir kampus teman kantor,angry,0.93
kesal banget orang tidak tepat lucu bareng teman,angry,0.87
berat banget jalan random malam,sad,0.62
takut hasil jelek serius,anxious,0.85
duduk dengar musik coba santai,neutral,0.23
berat banget jalan lucu pas jalan keluarga,sad,0.8
makan favorit bikin bahagia serius pagi keluarga,happy,0.2
sedih banget sumpah,sad,0.84
marah banget asli kampus,angry,0.76
kesal banget sumpah bareng teman keluarga,angry,0.77
terima kasih ya bikin hari kampus,happy,0.24
cemas jujur pas jalan teman kantor,anxious,0.84
istirahat sebentar banget asli kampus,sad,0.76
kabar keluarga pagi pikir pagi teman kantor,happy,0.1
lelah lucu malam,sad,0.78
besok jadwal meeting rutin random,neutral,0.23
orang bikin emosi banget random kampus,angry,0.81
cemas pikir lucu,anxious,0.82
deg degan tunggu hasil umum kampus keluarga,anxious,0.73
terima kasih ya bikin hari banget kantor,happy,0.14
deg degan tunggu hasil umum banget pas jalan keluarga,anxious,0.77
kosong banget asli malam,sad,0.76
susah pindah on jadi pikir pas jalan,sad,0.78
anxious banget meeting pas jalan teman kantor,anxious,0.88
cemas pikir bareng teman teman kantor,anxious,0.77
lolos interview kerja banget asli kantor,happy,0.16
serius pagi,neutral,0.44
istirahat sebentar ya,sad,0.68
lelah jujur,sad,0.7
tugas selesai lega banget lucu kantor,happy,0.28
tidak ada spesial random kantor teman kantor,neutral,0.25
kesal banget lucu pas jalan teman kantor,angry,0.69
bingung takut ambil putus pikir kantor teman kantor,anxious,0.84
marah banget asli teman kantor,angry,0.92
tonton youtube ya kantor teman kantor,neutral,0.29
kecewa banget hasil ya kampus teman kantor,sad,0.78
istirahat sebentar kampus teman kantor,sad,0.63
baca berita santai banget kantor,neutral,0.29
orang bikin emosi banget lucu pagi teman kantor,angry,0.95
tonton youtube ya kantor,neutral,0.44
kesal banget jujur pagi keluarga,angry,0.84
istirahat sebentar pas jalan,sad,0.75
baca berita santai banget pas jalan,neutral,0.22
gugup kampus keluarga,anxious,0.84
sedih banget coba santai keluarga,sad,0.81
minggu seru banget malam teman kantor,happy,0.15
khawatir kondisi pas jalan,anxious,0.89
senang banget ketemu teman sumpah pagi teman kantor,happy,0.06
kosong banget malam teman kantor,sad,0.76
senyum pas jadi ya pagi teman kantor,happy,0.13
sedih banget pikir pagi teman kantor,sad,0.62
habis beres kamar kerja serius,neutral,0.39
istirahat sebentar kantor keluarga,sad,0.77
susah pindah on jadi serius rumah,sad,0.79
baca berita santai lucu rumah,neutral,0.41
tidak ada spesial keluarga,neutral,0.4
geram banget layan bareng teman,angry,0.82
selesai makan siang sumpah pas jalan,neutral,0.24
cemas coba santai kampus,anxious,0.78
istirahat sebentar pikir kantor teman kantor,sad,0.59
baca berita santai banget asli malam,neutral,0.33
kesal banget ya pagi keluarga,angry,0.78
duduk dengar musik serius malam,neutral,0.44
kabar keluarga pagi lucu pagi,happy,0.27
kecewa banget hasil random kampus,sad,0.83
gugup pagi,anxious,0.92
kesal banget orang tidak tepat bareng teman,angry,0.65
minggu seru banget coba santai kampus keluarga,happy,0.15
takut gagal presentasi besok banget rumah keluarga,anxious,0.78
orang bikin emosi banget pas jalan,angry,0.74
bingung takut ambil putus banget asli bareng teman,anxious,0.87
lelah hadap orang egois kantor,angry,0.66
bingung takut ambil putus pas jalan,anxious,0.84
tonton youtube kampus teman kantor,neutral,0.28
gugup banget asli bareng teman,anxious,0.79
baca berita santai banget asli malam,neutral,0.39
baca berita santai serius pagi,neutral,0.33
kesal banget orang tidak tepat sumpah bareng teman teman kantor,angry,0.74
bikin coba santai pagi teman kantor,angry,0.77
senyum pas jadi pikir rumah,happy,0.19
cemas pikir coba santai pagi teman kantor,anxious,0.78
geram banget layan malam,angry,0.76
cuaca lumayan panas teman kantor,neutral,0.34
anxious banget meeting coba santai,anxious,0.75
sedih banget random kantor,sad,0.73
bingung takut ambil putus malam keluarga,anxious,0.98
lelah hadap orang egois lucu rumah teman kantor,angry,0.9
selesai makan siang pikir kampus,neutral,0.38
cuaca lumayan panas,neutral,0.38
istirahat sebentar bareng teman,sad,0.78
tidak ada spesial ya pas jalan,neutral,0.36
berat banget jalan random rumah keluarga,sad,0.68
baca berita santai coba santai malam,neutral,0.27
khawatir kondisi lucu bareng teman keluarga,anxious,0.84
lelah coba santai malam keluarga,sad,0.81
pagi pergi sebentar minimarket random pas jalan keluarga,neutral,0.33
emosi lihat komentar orang sumpah pagi,angry,0.74
makan favorit bikin bahagia pas jalan keluarga,happy,0.11
kesal banget lucu malam keluarga,angry,0.88
gugup pas jalan,anxious,0.91
kesal banget serius kampus teman kantor,angry,0.82
geram banget layan serius rumah,angry,0.79
duduk dengar musik serius,neutral,0.36
cemas ya kantor teman kantor,anxious,0.97
marah,angry,0.77
bikin kampus,angry,0.66
lolos interview kerja lucu bareng teman keluarga,happy,0.06
gugup teman kantor,anxious,0.83
lelah rumah teman kantor,sad,0.78
tonton youtube lucu,neutral,0.23
marah banget kerja beranta kampus,angry,0.66
kecewa banget hasil pagi keluarga,sad,0.6
malam pikir sedih pikir malam teman kantor,sad,0.61
sedih banget pikir pagi,sad,0.56
cemas pikir lucu kampus,anxious,0.79
bikin sumpah kantor,angry,0.87
tonton youtube banget asli teman kantor,neutral,0.31
kosong pikir pas jalan,sad,0.69
deg degan tunggu hasil umum serius rumah,anxious,0.94
duduk dengar musik kantor keluarga,neutral,0.21
bikin pikir rumah keluarga,angry,0.79
baca berita santai ya bareng teman keluarga,neutral,0.27
tidak ada spesial random kampus keluarga,neutral,0.25
emosi lihat komentar orang banget kantor,angry,0.75
orang bikin emosi banget jujur malam,angry,0.73
kesal banget orang tidak tepat jujur rumah keluarga,angry,0.72
marah banget kerja beranta kampus,angry,0.88
tugas selesai lega banget pas jalan teman kantor,happy,0.16
senyum pas jadi coba santai kantor teman kantor,happy,0.08
selesai makan siang pikir kantor,neutral,0.37
deg degan tunggu hasil umum pas jalan,anxious,0.71
sedih banget jujur bareng teman,sad,0.65
cemas sumpah kantor,anxious,0.93
emosi lihat komentar orang,angry,0.73
lelah lucu pagi teman kantor,sad,0.81
sabar bohong sumpah rumah keluarga,angry,0.83
kesal banget ya pas jalan,angry,0.66
pikir susah tidur serius kampus,anxious,0.74
tugas selesai lega banget coba santai pagi keluarga,happy,0.07
besok jadwal meeting rutin banget pagi,neutral,0.26
sabar bohong pikir pas jalan teman kantor,angry,0.78
kampus,neutral,0.39
selesai makan siang kantor keluarga,neutral,0.34
kabar keluarga pagi serius,happy,0.15
cemas pikir sumpah pas jalan,anxious,0.76
hilang semangat coba santai bareng teman teman kantor,sad,0.7
khawatir kondisi pikir kampus,anxious,0.71
lolos interview kerja banget kampus,happy,0.19
minggu seru banget coba santai pas jalan teman kantor,happy,0.05
emosi lihat komentar orang banget rumah keluarga,angry,0.66
cemas pikir malam,anxious,0.88
tugas selesai lega banget serius,happy,0.06
senyum pas jadi kantor keluarga,happy,0.21
hilang semangat pikir teman kantor,sad,0.84
tidak ada spesial pikir pagi teman kantor,neutral,0.38
kecewa banget hasil coba santai kantor keluarga,sad,0.79
senyum pas jadi lucu malam,happy,0.2
berat banget jalan banget pagi,sad,0.65
senang banget ketemu teman lucu teman kantor,happy,0.15
makan favorit bikin bahagia pagi teman kantor,happy,0.2
terima kasih ya bikin hari pagi,happy,0.09
bingung takut ambil putus banget kantor,anxious,0.88
susah pindah on jadi ya pagi,sad,0.74
minggu seru banget jujur pagi teman kantor,happy,0.14
susah pindah on jadi lucu pas jalan,sad,0.69
istirahat sebentar pikir kantor teman kantor,sad,0.61
tugas selesai lega banget coba santai pas jalan,happy,0.26
besok jadwal meeting rutin,neutral,0.3
kecewa banget hasil jujur bareng teman,sad,0.62
tidak ada spesial banget asli kampus,neutral,0.4
baca berita santai serius,neutral,0.3
duduk dengar musik lucu rumah,neutral,0.2
hilang semangat serius pagi,sad,0.67
takut hasil jelek pikir malam,anxious,0.75
marah banget malam,angry,0.92
random rumah,neutral,0.27
lelah hadap orang egois coba santai kantor teman kantor,angry,0.76
tidak ada spesial jujur pas jalan teman kantor,neutral,0.43
marah random malam keluarga,angry,0.72
kesal banget orang tidak tepat malam,angry,0.8
lelah hadap orang egois jujur bareng teman teman kantor,angry,0.89
bingung takut ambil putus banget teman kantor,anxious,0.8
lelah banget kantor,sad,0.64
orang bikin emosi banget banget kantor,angry,0.66
bikin sumpah rumah,angry,0.85
berat banget jalan banget pagi,sad,0.66
senang banget ketemu teman pikir keluarga,happy,0.13
tugas selesai lega banget bareng teman keluarga,happy,0.15
lelah hadap orang egois banget asli rumah,angry,0.94
senyum pas jadi coba santai pas jalan,happy,0.26
tonton youtube bareng teman teman kantor,neutral,0.34
cemas pikir sumpah,anxious,0.85
deg degan tunggu hasil umum jujur kantor,anxious,0.83
kecewa banget hasil pagi,sad,0.78
tidak ada spesial pikir pagi,neutral,0.3
sedih banget random kampus,sad,0.61
habis beres kamar kerja ya pas jalan,neutral,0.43
kecewa banget hasil random,sad,0.68
tugas selesai lega banget kantor,happy,0.26
hilang semangat pagi,sad,0.79
khawatir kondisi sumpah pagi,anxious,0.84
berat banget jalan sumpah kantor,sad,0.67
takut gagal presentasi besok random kampus,anxious,0.8
cemas pikir jujur malam,anxious,0.82
lelah pikir malam teman kantor,sad,0.76
senang banget ketemu teman pikir malam,happy,0.22
sedih banget pikir pas jalan keluarga,sad,0.56
kosong malam keluarga,sad,0.82
lelah hadap orang egois coba santai rumah,angry,0.87
terima kasih ya bikin hari pikir pas jalan,happy,0.08
selesai makan siang bareng teman keluarga,neutral,0.2
istirahat sebentar pas jalan keluarga,sad,0.57
pagi pergi sebentar minimarket serius kantor,neutral,0.35
bingung takut ambil putus random pagi,anxious,0.88
senang banget ketemu teman random kampus,happy,0.12
anxious banget meeting kantor,anxious,0.72
selesai makan siang,neutral,0.37
sedih banget sumpah pagi keluarga,sad,0.7
terima kasih ya bikin hari lucu,happy,0.12
takut hasil jelek random,anxious,0.95
terima kasih ya bikin hari lucu pagi keluarga,happy,0.18
anxious banget meeting banget asli kampus,anxious,0.72
kosong jujur kampus keluarga,sad,0.82
takut hasil jelek lucu kantor,anxious,0.89
terima kasih ya bikin hari random kantor,happy,0.14
tonton youtube random pagi teman kantor,neutral,0.27
makan favorit bikin bahagia coba santai kampus,happy,0.13
deg degan tunggu hasil umum coba santai pas jalan,anxious,0.95
kesal banget banget rumah,angry,0.92
susah pindah on jadi banget asli teman kantor,sad,0.57
lolos interview kerja pikir pas jalan,happy,0.16
habis beres kamar kerja banget asli bareng teman keluarga,neutral,0.39
kesal banget jujur teman kantor,angry,0.79
cuaca lumayan panas random bareng teman keluarga,neutral,0.29
bikin coba santai pagi,angry,0.69
selesai makan siang kantor,neutral,0.33
lelah puas hasil bagus banget asli malam,happy,0.16
terima kasih ya bikin hari random pas jalan keluarga,happy,0.18
sedih banget pikir bareng teman,sad,0.76
kabar keluarga pagi serius kampus keluarga,happy,0.21
geram banget layan sumpah pagi keluarga,angry,0.8
malam pikir sedih jujur kampus,sad,0.59
deg degan tunggu hasil umum malam,anxious,0.91
terima kasih ya bikin hari pikir,happy,0.06
takut gagal presentasi besok sumpah pas jalan keluarga,anxious,0.76
