clean_text,emotion_label,stress_label
jabat kaget mulu jantung kuat ya kaget asli tidak kaget eh maksud tau,neutral,0.21
bilang kayak saking jombolnya luang ya tidak tau mesti senang sedih jengkel ah,angry,0.95
semangat presiden presiden,happy,0.02
faq selfpublishing print on demand print on demand sistem cetak buku dasar pesan,neutral,0.21
eh tidak pernah rancang jatuh orang benci perempuan kah,angry,0.96
mantap ah sedih kucing mati kerja hamba sistem nampaknya,sad,0.78
takut usaha percaya,anxious,0.8
suka bingung orang cari perhati banget atensi orang ngehate sc barangkali baca twit an tolong ya baca tidak suka mika sok bicara the point tidak usah kayak kontol suka ngehate pakai sc kayak orang tolol cundang,angry,0.91
sinb hati hati muka ya takut evil edit,anxious,0.85
lucu semangat kerja ssyangku pulang hati hati ya,happy,0.02
hoho tidak kokk sunbaenimm budimann tingkat hormon iseng batas normal,neutral,0.32
stuck tau cerita takut tidak bisa ngelanjutin posisi tidak guys laku biar survive,anxious,0.83
semangat ngantornyaa,happy,0.15
moga kabar,neutral,0.33
semangat om podo usum,happy,0.11
pagi sambut tangis bunda,sad,0.75
sedih,sad,0.73
anjir panggil adik adik kali tidak jelas anjir aneh cari bela,angry,0.87
sedih ya,sad,0.76
andin bawa kesini hazel bayi takut flu,anxious,0.83
spill biar sayang tidak marah gas,neutral,0.29
iya suka pikir bayi lahir ya random banget anjir,anxious,0.75
hai guys maaf ya dada maaf banget salah maaf banget suka bandel tidak ikut nakal tulis kerja ya guys,neutral,0.38
flu gampang tular tidak karantina mati rendah omicron beda flu negara declare omicron flu guna masker wajib prokes lai razia prokes henti jangan pernah kendor,neutral,0.26
teman rl lihat anggap tidak lihat ya,neutral,0.22
kayak baca cerita suka tertawa laku banget,happy,0.19
sedih baca isi twit isi amehnya nikmat komen lapak,sad,0.56
bagi juara posisi dimna puas mndtngkan bahagia mkhlk tuhan tuhan makhluk bahagia lahir cnth semut bahagia mmbrinya sbutir gula,neutral,0.26
anak susah makan kurus bunda jangan sedih mrpro atas gngguan susah makan order wa bahan bakar minyak coba,neutral,0.22
bego banget asli,angry,0.9
banget malas tau cewek kadang sopir suka kaget cewek kak cowok sedih,sad,0.62
milihin baju lemari disumbangin temu baju baju benci suami gue he exactly got this shirt from my ex,neutral,0.31
semangat bestie,happy,0.17
mendung cerah,neutral,0.29
menteri badan usaha milik negara ajak warga manfaat lahan rumah lokasi tani erick thohir gagas program nama energi tani et gera energi tani tuju bumi semangat tan,neutral,0.38
anyara anggota daerah khusus ibukota macarin model kasino marah lucu sewot pas rayu cewek,angry,0.89
tidak sih sakit biar tidak marah lucu,sad,0.75
setan kribo model kayak murtad saefudin ibrahim pendeta mendeskriditkan islam setan kribo murtad murtad umat islam bikin tebar fitnah paham agama islam tidak kayak narasi bangsat,angry,0.95
kak twitter andro ya punya,neutral,0.23
dakwah kempen dakwah dar dakwah polisi dakwah penguatkuasaan sedih memperlekeh usaha,neutral,0.38
tahan tangis tidak enak banget anjir sekolah,sad,0.77
sedih club ya,sad,0.71
pilih sabar marah syukur ingkar situasi sakit baik orang orang sabar syukur banding sakit,neutral,0.26
bingung banget barcode ku belanja kesal badmood suka jajan lantai self harm astaga,anxious,0.79
bad day sangat pun hak nak emosi kat orang profesional,angry,0.97
sedih foto sopi diapus,sad,0.67
nol jabar,neutral,0.33
alhamdulillah jimin sembuhh amyy tolong senang banget seko hari bdmd tau dengar kabar langsung moodnyaa sehat sehat ya,happy,0.09
balas dendam baik jadi diri,neutral,0.35
cerita mulut anak cowok langsung begini anak cewek tidak terlalu sukain anak kelas tidak suka cewek laku banget dengar cerita,angry,0.99
andai hadir cinta ingin melepasamau peluk,neutral,0.29
sakit quin periksa sebab teman takut sepi,anxious,0.86
tidak susah benar baca pendek ya bobot banget otak pas masuk tenaga kerja asing sumpah panas banget ac tidak rasa sunyi suara kendara bunyi klik tikus bunyi kresek sarung tangan kebelet pipis,neutral,0.3
asli enak banget kamu desah kencengg uh,happy,0.17
denise ya sedih vine ent ngelepas anak multitalenta ya jalan baik,sad,0.62
manis dukung rakyat capa mau ya gue jelang pilih ya manis pilih ya,neutral,0.39
tikung tiga malam nama salat hajad chat an bahas tugas gue pribadi tidak suka clingy gas excited bahas situ,neutral,0.36
marah marah malu hamil iya,neutral,0.37
lihat bilang harap fandom kayak anjir banget tidak nyaman fandom suka salah membernya tolong tidak usah aku fandomnya,angry,0.94
level pms bukan tahan marah tahan iya,neutral,0.29
twrpantau belu malu,anxious,0.9
ayo emosi jangan sabar,angry,0.86
tidak aneh nder dom ayo tonton bareng kutemenin tonton tidak buruk bodoamat tidak kenal awala bingung normal banget,neutral,0.23
buat salah manusia buat pura pura mnimbulkan musuh khianat,neutral,0.36
zenwalk gnu linux umum ya tidak baru,neutral,0.22
maki je vvip gampang tolol kayak,angry,0.96
maksud ya orang sengaja bego presiden anjing,angry,0.94
heran banget langgan luka kena pager indekos mudik alhamdulillah gaperna,neutral,0.32
takut banget star sindrom,anxious,0.87
malu banget idm masuk toilet cowok,anxious,0.86
stay lokasi dianggurin nge hire orang kayak cerita tolol tidak ingin duit tidak jelas banget bikin cemas doang ya tinggal beres doang proyek selesai pusing,angry,0.88
anak tunggal ingin diturutin penuh tidak diturutin penuh auto marah nggondok,neutral,0.34
gm gm keep streaming guys semangat,happy,0.1
takut lucu,anxious,0.87
done bismillah terima kasih ganya moga moga impi capai amin jaehyun soobin moga sehat pokok be happy anw let si be moots oh iya have nice day be happy too ok semangat,happy,0.18
pakai bukan pakai logika tolol pikir ngajio seng jeru ojek online mung neng tube,angry,0.87
baim orang kaget temu ular rumah,anxious,0.82
cari grabmart tokopedia fresh aplah macam enak wassap kang sayur titip tidak ada cart,neutral,0.23
mantan yeen cinta malu moga cepat tobat bantink setir yeen pobic ya moga lekas sembuh teman,neutral,0.29
lucu iya kaget ujung anak bio,anxious,0.84
benci,angry,0.97
halo kadang asa tidak tenang suka samper tidak enak ya tidak apa everything is pergi be ok hang on there ya cerita ketuk direct message ku semangat cantik,happy,0.03
panik bnggett malu adhh,anxious,0.88
sedih banget denise leave,sad,0.66
the day seleksi daerah kompetisi matematika hai hai juang komet banget tunggu tunggu semangat serta seleksi daerah kompetisi matematika,happy,0.01
pagi semangat,happy,0.06
otak kaum tolol pakai sumber nasional drun,angry,0.89
pacar henti kerja tidak jujur ingin sedih banget kasihan cowok niat lamar henti moga kerja,sad,0.74
walah suka kentut diam diam bau banget anjing,angry,0.88
danpuspom anak buah memang kebal hukum tugas puspom tidak lihat jendralnya lihat hukum bilang takut kerangkeng,anxious,0.77
takut kayak tangan teror,anxious,0.87
pagi nder semangat nder,happy,0.12
seko swab kelas guru guru kena swab dada fit takut,anxious,0.71
braithwaitw temu gemar tim satu semangat,happy,0.09
semangat kak ica,happy,0.06
anjayy enak bagas,happy,0.17
tumpang bakso anak lahir cesar normal,neutral,0.33
sakit tenggorok demam turun kepala suka pusing banget flu batuk nemj gejala mending swab pacar suruh lapor puskesmas rtmu gejala ringan suruh isoman rajin rajin jemur makan sehat vitamin banyak,neutral,0.39
takut kali pon aji mumpung,anxious,0.77
percaya benci gue suka diam doang tidak bicara langsung kayak gue tidak gigit alah cowok gentle kalah gentle jen,angry,0.95
malu banget salah tag jenonyaa,anxious,0.71
fandom orang orang fandom malu laku circle tidak di dengar lucu sakit psikis better bawa psikiater,neutral,0.26
drop terima kasih,neutral,0.26
tidak malu,happy,0.11
kayak orang gila ulang child menang sedih banget lirik anjengg,sad,0.52
sedih kiraiin lembur malam bayar tidak,sad,0.68
scene ai rumah sakit rating turun scene jessi muncul pindah chanel tiep muncul ku lihat konflik rebut reyna emosi lihat tingkah kuyang ketimbang lihat jessica,angry,0.92
orang bahagia sakit sembuh sehat jaga sehat sedih moga cepat bahagia,neutral,0.24
enak daring sambil santa rumah,happy,0.08
takut sha,anxious,0.74
turut iya kayak jelek selesai bikin marah marah bahas jelek kayak shit malu banget yaudalah,anxious,0.86
motivator baik dendam,neutral,0.27
kayak beneren dengar zeco kali lucu sedih,sad,0.61
pagi hujan enak banget,happy,0.19
takut dag dig dug baca manfaat banget,anxious,0.77
aww tidak,neutral,0.38
bayar balas dendam sasuke uchiha,angry,0.87
twit sangat menghadeuhkan bego pelihara tidak anak dodonk,angry,0.89
anjing tonton all of us dead bawa emosi bangsat,angry,0.9
gue tidak stan secret number sedih dengar denise,sad,0.61
minato jangan lihat sedih minato bahagia bahagia cinta,neutral,0.28
salah mana marah salah baik baik video engkau potong potong tidak kelas komisaris ndul,angry,0.93
alhamdulillah jimin negatif ya sayang senang banget kabar pagi huhu sehatsehat be,happy,0.08
semangat,happy,0.08
khwin hnymoon main berani chck hotel malam rm oyo pilih suami apply kad nikah nak apply pjbat agama kulim sruh apply pjbat agama dang renyah sangat aihh,neutral,0.26
semangat,happy,0.18
pagi mbak mita semangat,happy,0.11
mari kak wa viu start puas pakai bulan request harga payment via shopee pay tutup ya shopee pay error ready preset lightroom via gdrive no rush order,neutral,0.28
kayak pantau butuh kak beli barang lihat gaya mentok ya dompet sepatu,neutral,0.38
woi akun privat hilang lucu lucu ha maapfin twitter aku bego,happy,0.1
berani tahan malu susu anak,neutral,0.34
marah lucu,neutral,0.32
jujur panik bikin sakit kayak minggu,anxious,0.86
tidak usah kaget benci saudara gue dasar orang tau benalu kacang lupa kulit bajing saudara,angry,0.97
tidak pernah mimpi treasure sedih banget biar mimpi trejo,sad,0.56
rcpc tidak ada kabar comeback lim tolol,angry,0.9
heran banget teman suka ajak gelud anjing tau jauh tidak chat an ya ngehindari cecok cari ribut geoblog teh,angry,0.97
ya tuhan pacar takut ujung manfaat anak orang karma,anxious,0.87
maksud itu gue melaka tidak enak banget bestiee tau suka manis tidak suka kopi suka,happy,0.06
apa suara niji enak banget ya allah sanji mengmaaf gonggong niji,happy,0.03
tukang sate bego ya bara api kipas mampus tidak bakal dingin,angry,0.99
sepi motivasi turun usaha kuat capai tidak lewat,neutral,0.32
diam bukan arti limbad ijat,neutral,0.39
habis lihat berita denise sedih vocalnya bagus sn,sad,0.6
mimpi zombie drama banget sedih gja gigit zombie zombie sadar ngendaliin anak svt lupa,sad,0.76
ya tidak suka cinta cinta,neutral,0.38
wkkwkwtar tidak semangat tidak bisa bucinin bebep,happy,0.15
pagi semangat,happy,0.16
sekolah tidak bakal online at least swab ngeri,anxious,0.73
lagu indah sedih ya,sad,0.64
kesel ya base wakil banget sepi banget tunggu padal,angry,0.96
sedih jisoo lirik direct message,sad,0.61
suka line guardiannya kali versi thailand guardiannya bilang after all life is merely long term homestay kayak astaga mixed feelings banget pas dengar,happy,0.01
pagi menang bingung pikir soundtrack sedih bagus tani gue menang eh ujung ujung tonton ulang snowdrop gue tidak bisa henti menang definisi sakit,sad,0.76
pagi tidak sengaja ketemu bestie nikah ketemu suka cerita tidak penting mana tidak sengaja bilang tidak bahagia tidak ada laki syok inti nikah tidak cukup,happy,0.14
tidak enak body,sad,0.71
tuhan risih banget twitter fitur kayak lini ih silang suka muncuull,angry,0.88
iya lucu jatuh kadang ngeganggu tidur bangun tidur oh iyaya tidak bangun bangun aampe bangun oh oke untung,neutral,0.38
takut nge up,anxious,0.83
ika tidak perlu marah salah wajib maaf,neutral,0.24
bimbim sedih bong,sad,0.66
khawatir laptop ku tidak kuat app kuliah,anxious,0.79
ranah berita palsu bisnes jatuh sos aminah hasan bangkit,neutral,0.24
tai bak je baca tidak mau emosi sndirian pinjam atur pantek ajan leme cicingan,angry,0.96
tuju banget lihat suka bilang,neutral,0.3
mbak tidak usah dilanjutin debat cowok pikir enak mbak stop lelah bikin kesal,angry,0.93
lucu banget tetangga baby pagi suka gendongin kucing cium cium baby babynya umur mbak tertawa,happy,0.01
nama orang prik bin tolol,angry,0.86
terima kasih sa bikin senang ya bikin semangat hari yeaay kasih love biar gede tidak kamu sehat sehat jangan banyak makan garam kasihan darah istirahat minum air putih ya,happy,0.14
unduh video indonesia baru,neutral,0.34
takut gue hidup tenang,anxious,0.88
orang bikin emosi,angry,0.86
sedih jual,sad,0.77
ya sukurin biar tidak nyinyir sebar fitnah kali,angry,0.89
sedih pagi pagi,sad,0.63
salah dap tidak suka,happy,0.16
bahas titik bodoh akan manfaat puas surat,neutral,0.36
semangat mbull,happy,0.01
mandi sore les sedih malam minggu les,sad,0.74
salam tolong tangkap gemuk pakai mask menteri berani nak marah kawan kawan,neutral,0.39
iya suka muji puji malu suka atap mata member gilir tatap malu cekidaw,anxious,0.72
takut takut,anxious,0.88
gaiss saran micellar water skintype normal dry sensitif kandung fragrance tidak terima kasih,neutral,0.32
argumen akan doang sakit anjing tidak suka fine tinggal tidak perlu respons respons akan jadi nyata banget,angry,0.95
aku mbeking bupati tidak takut hisab panitia teh,angry,0.92
razia tidak upacara pas kelas sok sakit stay kelas preman kelas tahu pas suruh turun lapang orang jalan jongkok tidak lihat kelas gue lantai gue satu jalan bolos pacar anjing malu kawkawkawkkakawkka,happy,0.06
smnga cepat selesai ya sedih lihat ptus slng sayang tidak tega jdinya sedih,sad,0.55
terkadang maaf takut hilang,anxious,0.76
uri markeu selamat solo stationnya yeayy proud of makasii nyiptain karya terima kasih kemarin sehata ya mark tunggu projek speechless banget moga karya motivasi ya mark,happy,0.07
pura bukan army pura rumah teriak menang meletoy pilih as the at the,neutral,0.24
ih sedih bayang capai ya,sad,0.71
payah cakap tengok muka jenis suka onar terima kasih ranah lapor masuk list lapor klik,neutral,0.27
moga jimin cepat pulih biar segara aktivitas,neutral,0.24
hai hai po md photopack mirfa yuk dom tangerang bookslot cicil santai qris orang cowok syopipaylater,neutral,0.35
orang indonesia tidak ada takut kali takut agama paksa percaya rokok label orang sakit tulis bunuh konsumsi celaka motor usernya bom dekat kontenin,anxious,0.88
anjing min sedih sial ngetiknya kayak mati tidak jelas ji tidak usah kasih jatah,angry,0.9
mari bangsa pilih partai adil sejahtera negara indonesia syiria irak yaman iran afganisthan bagus indonesia bosan adem ayem bahagia cinta belah bom ledak jual anak gadis beli,neutral,0.33
koar koar kayak sumpal pakai duit diam amuk amuk jin buang anak jin tidak marah manusia amuk amuk sadar provokasi oi kampung,angry,0.9
gue suka korea pop dita bilang gue overproud ya iya suka suka gue gue tidak ganggu suka mari respect,neutral,0.36
bawa susilo bambang yudhoyono bro hakikat sah orang muji benci alas konkret tidak munafik bicara gambar jaka sembung bawa kembang tidak sambung sayang,angry,0.97
bagi base fan sedih banget liatnyaa,sad,0.51
kalah sakit,sad,0.55
jadi bikin malu umur hidup lihat,anxious,0.77
tidak malu,neutral,0.21
mantap tri tidak kayak bank mandiri goblok ampun beda orang jawab gakjelas puter puter swasta dik beda dik plat merah jikubiniu asli gedek banget pulsa habis telepon callcenter bodoh,angry,0.97
kaget banget pas tonton habis tertawa ekspresi gemas,happy,0.12
terima kasih nokaav bahagia,happy,0.16
kali kali debt colector rumah nama tidak kenal huhu takut,anxious,0.88
ha takut banget,anxious,0.73
he semangat ya moga cepat pulih jangan lupa istirahat eat well minum vit speed recovery bestie,happy,0.14
muka tegang om puput kayak tanggung beban rakyat,anxious,0.78
tidak apa mbak kaget bela mbak kecewa,sad,0.78
bagi juara posisi dimna puas mndtngkan bahagia,neutral,0.29
bilang jahat lucu,happy,0.17
kadang diri suka tidak paham asa tidak tau benar sayang pura orang ku anggap ku benar tulus teman orang tidak pilih allah tidak pilih diri manusia pilih kecewa,sad,0.61
arghh emosi lihat bang ziel,angry,0.95
kaget,anxious,0.85
maless orang bego,angry,0.97
bismillah moga untung done,happy,0.14
zam direct message gue takut anjing,anxious,0.86
alhamdulillah pagia kabar,happy,0.04
tidak semua bule kenal lokal indonesia langit pijak bumi junjung jdinget boting iyev kabar ya,neutral,0.38
halo pahar samandiai kabar gembira jago badminton kalimantan gas skuy ramai rebut piala kepala bnnp kalimantan turnamen badminton kalimantan rangka ulang badan narkotika nasional ri,neutral,0.37
