text,emotion_label,stress_label
capek ngadepin orang yang egois dari tadi kepikiran bareng temen sama keluarga,angry,0.93
capek sih tapi puas hasilnya bagus dan kepikiran terus,happy,0.26
ngerasa sendirian akhir akhir ini dan kepikiran terus pas perjalanan sendiri,sad,0.56
takut gagal di presentasi besok hari ini di kantor sendiri,anxious,0.79
geram banget sama pelayanan tadi banget asli waktu malam,angry,0.67
tadi pagi pergi sebentar ke minimarket di kampus sendiri,neutral,0.39
kesel banget sama orang yang ga tepat waktu sih waktu malam sama keluarga,angry,0.86
takut gagal di presentasi besok waktu malam sama dia,anxious,0.81
hari ini biasa aja seperti biasanya banget di rumah,neutral,0.29
geram banget sama pelayanan tadi sih waktu malam sama keluarga,angry,0.79
udah sabar tapi masih dibohongin hari ini di kampus sama temen kantor,angry,0.73
udah sabar tapi masih dibohongin tapi yaudahlah waktu malam sama temen kantor,angry,0.95
khawatir sama kondisi sekarang tapi yaudahlah pas perjalanan sama dia,anxious,0.76
baru selesai makan siang tadi tapi yaudahlah pas perjalanan sama temen kantor,neutral,0.37
senyum sendiri pas inget kejadian tadi tapi yaudahlah di rumah sama dia,happy,0.06
dapat kabar baik dari keluarga tadi pagi dan kepikiran terus di kampus sendiri,happy,0.18
takut gagal di presentasi besok agak random sih pas perjalanan sama temen kantor,anxious,0.94
udah sabar tapi masih dibohongin tapi yaudahlah di kantor sama keluarga,angry,0.9
anxious banget sebelum meeting tadi padahal udah coba santai bareng temen sama temen kantor,anxious,0.98
habis beresin kamar dan lanjut kerja sumpah tadi pagi sama keluarga,neutral,0.45
cuaca hari ini lumayan panas padahal udah coba santai tadi pagi sama temen kantor,neutral,0.24
rasanya gugup terus hari ini banget asli di kantor sama dia,anxious,0.91
marah banget karena kerjaan berantakan banget bareng temen sama dia,angry,0.71
akhirnya lolos interview kerja sih waktu malam sama temen kantor,happy,0.3
akhir minggu ini seru banget jujur aja di kampus sama dia,happy,0.15
anxious banget sebelum meeting tadi banget asli,anxious,0.93
kesal banget hari ini serius sendiri,angry,0.73
akhirnya tugas selesai juga lega banget dari tadi kepikiran waktu malam sama temen kantor,happy,0.07
rasanya sedih banget akhir akhir ini dan kepikiran terus di kampus sama dia,sad,0.66
makan favorit hari ini bikin bahagia dari tadi kepikiran bareng temen,happy,0.29
kepikiran banyak hal sampai susah tidur padahal udah coba santai waktu malam,anxious,0.74
lagi duduk sambil denger musik agak random sih bareng temen,neutral,0.32
rasanya kosong aja hari ini jujur aja tadi pagi,sad,0.74
lagi duduk sambil denger musik banget asli di rumah,neutral,0.26
lagi baca berita sambil santai banget bareng temen sama keluarga,neutral,0.45
akhir akhir ini overthinking terus wkwk bareng temen sama temen kantor,anxious,0.9
besok ada jadwal meeting rutin dari tadi kepikiran sama temen kantor,neutral,0.34
sekarang lagi nonton youtube dari tadi kepikiran bareng temen,neutral,0.28
senyum sendiri pas inget kejadian tadi sumpah pas perjalanan sama dia,happy,0.08
akhir akhir ini overthinking terus agak random sih waktu malam sama dia,anxious,0.83
bingung dan takut ambil keputusan banget asli sama dia,anxious,0.86
cuaca hari ini lumayan panas sih waktu malam sama dia,neutral,0.38
akhirnya tugas selesai juga lega banget dan kepikiran terus tadi pagi sama keluarga,happy,0.18
rasanya kosong aja hari ini dan kepikiran terus di rumah sama keluarga,sad,0.7
deg degan nunggu hasil pengumuman banget pas perjalanan sama keluarga,anxious,0.77
besok ada jadwal meeting rutin serius tadi pagi sama keluarga,neutral,0.38
lagi baca berita sambil santai agak random sih di kampus sama keluarga,neutral,0.39
marah banget karena kerjaan berantakan agak random sih di rumah,angry,0.87
lagi duduk sambil denger musik tapi yaudahlah di kampus,neutral,0.41
habis beresin kamar dan lanjut kerja wkwk di kampus,neutral,0.29
aku cuma pengen istirahat sebentar banget di rumah sendiri,sad,0.8
bingung dan takut ambil keputusan agak random sih tadi pagi sama dia,anxious,0.95
kehilangan semangat buat ngapa ngapain di kampus sendiri,sad,0.8
masih susah move on dari kejadian itu dan kepikiran terus di rumah sama dia,sad,0.72
capek ngadepin orang yang egois sumpah di kampus,angry,0.73
sekarang lagi nonton youtube sih di kampus sama dia,neutral,0.39
baru selesai makan siang tadi banget asli di rumah sama temen kantor,neutral,0.27
marah banget karena kerjaan berantakan tapi yaudahlah tadi pagi sendiri,angry,0.79
takut gagal di presentasi besok serius di kampus sama keluarga,anxious,0.83
hari ini ga ada hal spesial sumpah sama temen kantor,neutral,0.28
takut gagal di presentasi besok banget asli pas perjalanan sama keluarga,anxious,0.77
lagi baca berita sambil santai sumpah sama keluarga,neutral,0.38
akhir akhir ini overthinking terus wkwk sama keluarga,anxious,0.91
dapat kabar baik dari keluarga tadi pagi padahal udah coba santai di kampus sama keluarga,happy,0.25
dapat kabar baik dari keluarga tadi pagi di rumah sendiri,happy,0.2
kesel banget sama orang yang ga tepat waktu banget asli bareng temen,angry,0.77
kesel banget sama orang yang ga tepat waktu padahal udah coba santai bareng temen sama keluarga,angry,0.94
besok ada jadwal meeting rutin banget di kantor sendiri,neutral,0.26
marah banget karena kerjaan berantakan dari tadi kepikiran bareng temen sendiri,angry,0.88
cuaca hari ini lumayan panas padahal udah coba santai,neutral,0.43
kesal banget hari ini padahal udah coba santai di kampus,angry,0.76
seneng banget hari ini ketemu temen lama banget asli sama temen kantor,happy,0.29
makasih ya udah bikin hariku lebih baik padahal udah coba santai di kantor sama keluarga,happy,0.14
capek ngadepin orang yang egois jujur aja di kampus,angry,0.86
lagi duduk sambil denger musik banget asli tadi pagi sama temen kantor,neutral,0.41
deg degan nunggu hasil pengumuman sih waktu malam sendiri,anxious,0.91
marah banget karena kerjaan berantakan tapi yaudahlah di rumah sama temen kantor,angry,0.7
capek ngadepin orang yang egois hari ini sendiri,angry,0.8
baru selesai makan siang tadi hari ini bareng temen sama dia,neutral,0.39
ngerasa sendirian akhir akhir ini sih waktu malam,sad,0.68
marah banget karena kerjaan berantakan hari ini pas perjalanan sama dia,angry,0.68
rasanya sedih banget akhir akhir ini sumpah pas perjalanan,sad,0.65
kesal banget hari ini sumpah di kampus sama keluarga,angry,0.66
hari ini ga ada hal spesial banget di kampus sama keluarga,neutral,0.31
hari ini berat banget dijalanin tapi yaudahlah pas perjalanan,sad,0.74
besok ada jadwal meeting rutin sumpah di kampus sama keluarga,neutral,0.38
habis beresin kamar dan lanjut kerja dari tadi kepikiran waktu malam sendiri,neutral,0.29
dapat kabar baik dari keluarga tadi pagi padahal udah coba santai di kantor sama temen kantor,happy,0.06
anxious banget sebelum meeting tadi serius tadi pagi sama dia,anxious,0.88
takut gagal di presentasi besok waktu malam,anxious,0.71
hari ini produktif dan mood bagus hari ini sama keluarga,happy,0.15
rasanya kosong aja hari ini tapi yaudahlah di kampus sama temen kantor,sad,0.55
makasih ya udah bikin hariku lebih baik agak random sih,happy,0.27
kehilangan semangat buat ngapa ngapain dan kepikiran terus sendiri,sad,0.63
kepikiran banyak hal sampai susah tidur wkwk di kampus sama keluarga,anxious,0.92
masih susah move on dari kejadian itu padahal udah coba santai bareng temen sendiri,sad,0.77
kepikiran banyak hal sampai susah tidur banget asli waktu malam,anxious,0.78
besok ada jadwal meeting rutin padahal udah coba santai di kantor sama temen kantor,neutral,0.39
masih susah move on dari kejadian itu dan kepikiran terus di kantor,sad,0.64
senyum sendiri pas inget kejadian tadi pas perjalanan sendiri,happy,0.19
masih susah move on dari kejadian itu hari ini waktu malam sama temen kantor,sad,0.76
aku cuma pengen istirahat sebentar agak random sih waktu malam sama keluarga,sad,0.59
sekarang lagi nonton youtube hari ini di kampus sama temen kantor,neutral,0.24
udah sabar tapi masih dibohongin agak random sih pas perjalanan sama temen kantor,angry,0.72
akhirnya tugas selesai juga lega banget tapi yaudahlah di rumah sama dia,happy,0.27
sekarang lagi nonton youtube wkwk sama temen kantor,neutral,0.38
seneng banget hari ini ketemu temen lama hari ini waktu malam sama keluarga,happy,0.09
tadi pagi pergi sebentar ke minimarket banget pas perjalanan sendiri,neutral,0.41
kepikiran banyak hal sampai susah tidur jujur aja pas perjalanan,anxious,0.94
akhir minggu ini seru banget dari tadi kepikiran bareng temen sendiri,happy,0.13
hari ini produktif dan mood bagus jujur aja di kantor sama keluarga,happy,0.22
lagi duduk sambil denger musik jujur aja di kantor sama temen kantor,neutral,0.43
lagi duduk sambil denger musik dan kepikiran terus waktu malam sama dia,neutral,0.26
orang itu bikin emosi banget hari ini bareng temen sama keluarga,angry,0.92
akhir minggu ini seru banget sumpah di kantor sama keluarga,happy,0.09
makan favorit hari ini bikin bahagia wkwk bareng temen sama keluarga,happy,0.25
khawatir sama kondisi sekarang dari tadi kepikiran di rumah sama dia,anxious,0.8
besok ada jadwal meeting rutin serius pas perjalanan sama keluarga,neutral,0.36
aku cuma pengen istirahat sebentar agak random sih di rumah sama keluarga,sad,0.66
capek sama keadaan sekarang banget asli bareng temen,sad,0.63
besok ada jadwal meeting rutin dan kepikiran terus di kantor sama dia,neutral,0.36
hari ini berat banget dijalanin agak random sih bareng temen sama dia,sad,0.74
capek sih tapi puas hasilnya bagus banget sama temen kantor,happy,0.07
akhirnya tugas selesai juga lega banget serius di kampus sama temen kantor,happy,0.23
capek sama keadaan sekarang dari tadi kepikiran bareng temen sama temen kantor,sad,0.62
emosi lihat komentar orang tadi hari ini di rumah,angry,0.87
akhir minggu ini seru banget padahal udah coba santai waktu malam,happy,0.18
kehilangan semangat buat ngapa ngapain dari tadi kepikiran di kantor sama keluarga,sad,0.8
masih susah move on dari kejadian itu padahal udah coba santai waktu malam sama temen kantor,sad,0.75
hari ini berat banget dijalanin banget asli tadi pagi sama keluarga,sad,0.8
ngerasa sendirian akhir akhir ini sih di kantor sama dia,sad,0.75
tadi pagi pergi sebentar ke minimarket tapi yaudahlah waktu malam sama dia,neutral,0.22
malam ini kepikiran terus jadi sedih sih bareng temen sama dia,sad,0.71
habis beresin kamar dan lanjut kerja bareng temen sama keluarga,neutral,0.36
lagi duduk sambil denger musik serius waktu malam sendiri,neutral,0.28
rasanya gugup terus hari ini dan kepikiran terus di kantor sama temen kantor,anxious,0.7
deg degan nunggu hasil pengumuman wkwk di kampus,anxious,0.74
hari ini ga ada hal spesial tapi yaudahlah tadi pagi sama keluarga,neutral,0.27
habis beresin kamar dan lanjut kerja di kampus sendiri,neutral,0.23
emosi lihat komentar orang tadi banget di kampus sama dia,angry,0.75
habis beresin kamar dan lanjut kerja banget tadi pagi sendiri,neutral,0.45
marah banget karena kerjaan berantakan dan kepikiran terus di rumah sama keluarga,angry,0.73
anxious banget sebelum meeting tadi dan kepikiran terus bareng temen sama dia,anxious,0.8
dapat kabar baik dari keluarga tadi pagi banget asli waktu malam sendiri,happy,0.11
anxious banget sebelum meeting tadi banget di kampus sendiri,anxious,0.77
cemas mikirin masa depan tapi yaudahlah tadi pagi sama dia,anxious,0.86
cuaca hari ini lumayan panas di kantor sama dia,neutral,0.44
orang itu bikin emosi banget hari ini tadi pagi,angry,0.91
besok ada jadwal meeting rutin padahal udah coba santai bareng temen sama temen kantor,neutral,0.26
emosi lihat komentar orang tadi banget di kantor sendiri,angry,0.67
rasanya sedih banget akhir akhir ini dari tadi kepikiran di rumah,sad,0.55
orang itu bikin emosi banget jujur aja tadi pagi sendiri,angry,0.78
bingung dan takut ambil keputusan sumpah di kantor sama dia,anxious,0.76
akhirnya tugas selesai juga lega banget agak random sih tadi pagi sama keluarga,happy,0.12
emosi lihat komentar orang tadi dari tadi kepikiran di kampus sendiri,angry,0.76
hari ini produktif dan mood bagus banget pas perjalanan,happy,0.21
akhirnya tugas selesai juga lega banget dari tadi kepikiran waktu malam sendiri,happy,0.19
malam ini kepikiran terus jadi sedih dari tadi kepikiran tadi pagi sendiri,sad,0.57
baru selesai makan siang tadi sumpah di kantor sama temen kantor,neutral,0.33
hari ini ga ada hal spesial waktu malam sama keluarga,neutral,0.29
besok ada jadwal meeting rutin hari ini,neutral,0.3
capek ngadepin orang yang egois wkwk di kampus sama temen kantor,angry,0.65
rasanya kosong aja hari ini wkwk tadi pagi sendiri,sad,0.78
kesal banget hari ini serius tadi pagi sendiri,angry,0.66
hari ini biasa aja seperti biasanya banget asli waktu malam sendiri,neutral,0.28
tadi pagi pergi sebentar ke minimarket wkwk pas perjalanan sama keluarga,neutral,0.24
besok ada jadwal meeting rutin dan kepikiran terus waktu malam sama temen kantor,neutral,0.34
capek sama keadaan sekarang tapi yaudahlah di rumah sendiri,sad,0.77
hari ini biasa aja seperti biasanya serius pas perjalanan sama dia,neutral,0.38
capek ngadepin orang yang egois jujur aja tadi pagi sama temen kantor,angry,0.66
capek sama keadaan sekarang serius sama keluarga,sad,0.79
masih susah move on dari kejadian itu agak random sih di rumah,sad,0.62
kesal banget hari ini serius pas perjalanan sendiri,angry,0.89
senyum sendiri pas inget kejadian tadi sumpah di kampus sama temen kantor,happy,0.09
hari ini ga ada hal spesial serius tadi pagi sama keluarga,neutral,0.2
kehilangan semangat buat ngapa ngapain dan kepikiran terus sama temen kantor,sad,0.61
rasanya gugup terus hari ini agak random sih di rumah sendiri,anxious,0.73
rasanya pengen marah terus bareng temen sama keluarga,angry,0.88
seneng banget hari ini ketemu temen lama dan kepikiran terus waktu malam sama dia,happy,0.18
kesal banget hari ini jujur aja sama temen kantor,angry,0.88
lagi baca berita sambil santai banget di kantor sama dia,neutral,0.44
kesal banget hari ini padahal udah coba santai di rumah sama dia,angry,0.92
capek ngadepin orang yang egois sumpah di kampus sama dia,angry,0.94
capek ngadepin orang yang egois,angry,0.88
makasih ya udah bikin hariku lebih baik serius tadi pagi sama temen kantor,happy,0.12
kepikiran banyak hal sampai susah tidur dari tadi kepikiran bareng temen sama temen kantor,anxious,0.81
rasanya gugup terus hari ini tapi yaudahlah di kampus,anxious,0.87
takut kalau hasilnya jelek banget di kampus sendiri,anxious,0.87
takut kalau hasilnya jelek jujur aja sama temen kantor,anxious,0.8
hari ini berat banget dijalanin dari tadi kepikiran pas perjalanan sama temen kantor,sad,0.6
capek sih tapi puas hasilnya bagus wkwk di kampus sama dia,happy,0.21
tadi pagi pergi sebentar ke minimarket sih di rumah sendiri,neutral,0.45
hari ini produktif dan mood bagus agak random sih bareng temen sama temen kantor,happy,0.09
aku cuma pengen istirahat sebentar serius pas perjalanan,sad,0.68
masih susah move on dari kejadian itu banget di kampus sendiri,sad,0.78
lagi baca berita sambil santai dari tadi kepikiran di rumah sendiri,neutral,0.41
masih susah move on dari kejadian itu dari tadi kepikiran waktu malam sama dia,sad,0.56
rasanya kosong aja hari ini di kantor sendiri,sad,0.72
kepikiran banyak hal sampai susah tidur dan kepikiran terus tadi pagi sama dia,anxious,0.78
kesel banget sama orang yang ga tepat waktu sumpah di kantor sama temen kantor,angry,0.67
masih susah move on dari kejadian itu di kantor,sad,0.59
emosi lihat komentar orang tadi dari tadi kepikiran di kantor sama temen kantor,angry,0.93
habis beresin kamar dan lanjut kerja tapi yaudahlah pas perjalanan sama temen kantor,neutral,0.25
akhirnya lolos interview kerja di kantor sendiri,happy,0.23
marah banget karena kerjaan berantakan padahal udah coba santai tadi pagi,angry,0.82
baru selesai makan siang tadi banget waktu malam sendiri,neutral,0.21
emosi lihat komentar orang tadi jujur aja waktu malam sama keluarga,angry,0.94
sekarang lagi nonton youtube tapi yaudahlah di kantor sama temen kantor,neutral,0.29
